degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential, coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target
16.0,0.23529411764705882,13.0,3.0,8.0,3.24037034920393,0.34447084987710436,0.3192488262910798,31.483333333333317,0.08193811757761055,0.0,3.0,3.0,4.0,0.0,0.0,53.0,5.0,20.0,0.30833333333333335,0.19583023082650783,0.030606484571171478,0.07250748784793364,37.0,5.0,1.8524764391634476,0.0
11.0,0.16176470588235295,16.0,5.0,9.090909090909092,3.52792871126041,0.259758630747655,0.2956521739130435,28.24285714285713,0.05069157016040248,1.0,2.0,2.0,1.0,1.0,1.0,29.0,5.0,9.0,0.32727272727272727,0.24489795918367346,0.021357319953845547,0.05468027119406697,18.0,5.0,-2.096395908246732,0.0
13.0,0.19117647058823528,16.0,5.0,8.76923076923077,3.619473955698028,0.29628943353997295,0.2833333333333333,28.442857142857136,0.015653063713798102,1.0,1.0,2.0,3.0,1.0,1.0,39.0,5.0,11.0,0.3333333333333333,0.22362869198312235,0.02479830227254617,0.06237796770787362,26.0,5.0,0.286841389631566,0.0
3.0,0.044117647058823525,16.0,11.0,12.666666666666666,2.357022603955158,0.09040555469623848,0.2585551330798479,22.595238095238088,0.0001365720417520242,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,0.3333333333333333,0.3333333333333333,0.007168245639629229,0.019033273338804887,1.0,3.0,0.4043608520403792,0.0
5.0,0.07352941176470588,16.0,7.0,10.8,3.4871191548325386,0.12957069826557965,0.27419354838709675,24.442857142857136,0.0014430647881042964,1.0,1.0,0.0,0.0,1.0,1.0,9.0,3.0,4.0,0.4,0.26174496644295303,0.010779571192208407,0.02726031280251509,4.0,5.0,-0.8604232109825101,0.0
7.0,0.10294117647058823,16.0,6.0,9.571428571428571,3.499271061118826,0.168658223214728,0.2786885245901639,25.442857142857136,0.011669155479515447,3.0,2.0,2.0,1.0,1.0,1.0,14.0,4.0,6.0,0.3333333333333333,0.26277372262773724,0.014258035044452982,0.03550502739922209,7.0,5.0,0.36053209747418496,0.0
13.0,0.19117647058823528,16.0,5.0,9.384615384615385,3.340623192401302,0.31080626615790213,0.3105022831050228,29.87619047619046,0.11284124565834523,2.0,4.0,4.0,2.0,2.0,2.0,43.0,5.0,15.0,0.38461538461538464,0.21994134897360704,0.024919013370311403,0.06539998361511624,30.0,5.0,-1.5075707269235061,0.0
10.0,0.14705882352941177,16.0,7.0,10.2,2.9597297173897483,0.25234732335307125,0.3238095238095238,29.116666666666646,0.10869577688575263,4.0,0.0,1.0,0.0,3.0,3.0,29.0,5.0,8.0,0.4222222222222222,0.2480252764612954,0.01977091245161029,0.0530683059442309,19.0,5.0,-0.2948767460747668,0.0
11.0,0.16176470588235295,13.0,3.0,8.454545454545455,3.4473609501560984,0.2383921992888298,0.29955947136563876,28.349999999999987,0.045351364809222555,0.0,3.0,3.0,6.0,3.0,0.0,26.0,4.0,13.0,0.2727272727272727,0.2024353120243531,0.021729700263022768,0.05016741983218482,15.0,5.0,-0.541168522343895,0.0
13.0,0.19117647058823528,16.0,5.0,8.923076923076923,3.4521239495872114,0.29522818953391067,0.3192488262910798,30.283333333333317,0.146047935506568,3.0,0.0,1.0,5.0,4.0,3.0,42.0,5.0,18.0,0.3717948717948718,0.19715447154471544,0.0251373437990836,0.06212553157319004,29.0,5.0,0.9895353965244629,0.0
