degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential, coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target
14.0,0.29166666666666663,16.0,1.0,8.642857142857142,4.13361037035151,0.30880523571177204,0.4247787610619469,26.766666666666648,0.11931778943082137,2.0,3.0,4.0,1.0,0.0,0.0,47.0,5.0,15.0,0.3626373626373626,0.22119815668202766,0.04188080303396581,0.06560273357829777,33.0,5.0,-1.879666877816724,0.0
9.0,0.1875,16.0,5.0,9.777777777777779,3.3920750049941657,0.2179831770773907,0.3902439024390244,23.866666666666646,0.02402175616936255,1.0,2.0,2.0,0.0,1.0,1.0,24.0,5.0,6.0,0.4166666666666667,0.2673684210526316,0.026692979680004385,0.0462759520046526,15.0,5.0,-0.6017087269995995,0.0
1.0,0.020833333333333332,14.0,14.0,14.0,0.0,0.03306891000995434,0.3,16.633333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.005603984728926516,0.0070534422904970796,0.0,1.0,0.11570885892871258,0.0
11.0,0.22916666666666666,16.0,2.0,8.818181818181818,4.3236807093069505,0.2326887976085987,0.39669421487603307,24.666666666666657,0.210097633601623,3.0,4.0,3.0,2.0,1.0,1.0,29.0,4.0,11.0,0.32727272727272727,0.19593613933236576,0.03478212294432082,0.04929756194530372,18.0,5.0,0.4411783725078253,0.0
4.0,0.08333333333333333,16.0,8.0,12.25,3.031088913245535,0.11718432828025833,0.3310344827586207,19.533333333333328,0.0004100177304964539,4.0,2.0,0.0,4.0,1.0,1.0,9.0,4.0,2.0,0.8333333333333334,0.358695652173913,0.012954966231768724,0.025025302679353652,5.0,4.0,0.3267781326098212,0.0
9.0,0.1875,16.0,5.0,10.777777777777779,3.705184889007348,0.23322437831905782,0.3902439024390244,23.866666666666646,0.019326894293649616,4.0,4.0,2.0,4.0,1.0,1.0,27.0,5.0,7.0,0.5,0.26515151515151514,0.026656163485252064,0.04940332145835339,18.0,5.0,-0.9068772080189672,0.0
16.0,0.3333333333333333,16.0,4.0,8.5625,3.1017887984193897,0.35321822042858486,0.41739130434782606,27.24999999999999,0.08698724935427066,0.0,1.0,6.0,3.0,2.0,2.0,61.0,5.0,21.0,0.375,0.2156448202959831,0.04492925534854278,0.0750581915230945,45.0,5.0,-0.48298145658455,0.0
11.0,0.22916666666666666,16.0,4.0,9.454545454545455,3.893202382793429,0.2622243372659334,0.36923076923076925,23.84999999999999,0.02057066997226571,3.0,0.0,1.0,2.0,4.0,3.0,36.0,5.0,10.0,0.45454545454545453,0.2571428571428571,0.031348281257059456,0.055859275396800606,25.0,5.0,-0.7063847276079495,0.0
16.0,0.3333333333333333,16.0,5.0,8.8125,3.025284077570237,0.3529458602720716,0.45714285714285713,28.333333333333318,0.14263688439220357,1.0,2.0,5.0,0.0,3.0,4.0,60.0,5.0,21.0,0.36666666666666664,0.20255720053835802,0.04585880908451635,0.07472457936781875,44.0,5.0,-1.4449370170683167,0.0
9.0,0.1875,16.0,5.0,10.11111111111111,4.175176495123541,0.2122197436982859,0.4,24.366666666666653,0.19877242290806119,3.0,0.0,0.0,2.0,5.0,3.0,26.0,5.0,8.0,0.4722222222222222,0.21484375,0.03070549920078121,0.04481256328990166,17.0,5.0,-0.6796365828101633,0.0
