degree, degree cent., max neighbor degree, min neighbor degree, avg neighbor degree, std neighbor degree, eigenvector cent., closeness cent., harmonic cent., betweenness cent., coloring largest first, coloring smallest last, coloring independent set, coloring random sequential, coloring connected sequential dfs, coloring connected sequential bfs, edges within egonet, node clique number, number of cliques, clustering coef., square clustering coef., page rank, hubs value, triangles, core number, random, Target
16.0,0.3333333333333333,16.0,5.0,8.3125,3.254204011736203,0.35063311237839867,0.3609022556390977,26.41904761904761,0.08748911800557366,0.0,1.0,3.0,4.0,0.0,0.0,57.0,5.0,23.0,0.3416666666666667,0.1890547263681592,0.044509674678186936,0.07384163187396323,41.0,5.0,0.19472821082788258,0.0
8.0,0.16666666666666666,16.0,5.0,10.75,4.293891009329417,0.21269483709002096,0.3287671232876712,21.809523809523803,0.014431873404026099,3.0,3.0,1.0,2.0,1.0,1.0,22.0,5.0,7.0,0.5,0.24819277108433735,0.023260980765071715,0.04479625304073584,14.0,5.0,-1.1669861577374827,0.0
5.0,0.10416666666666666,16.0,3.0,11.6,5.535341001239218,0.13326274049911446,0.32432432432432434,20.585714285714282,0.09281803146790633,3.0,3.0,1.0,0.0,1.0,1.0,9.0,4.0,3.0,0.4,0.25925925925925924,0.018023666396762353,0.02808380733729373,4.0,4.0,-0.7689024631161094,0.0
8.0,0.16666666666666666,16.0,5.0,9.5,4.06201920231798,0.19877022257434918,0.32653061224489793,21.64285714285714,0.011130941271618768,3.0,3.0,2.0,1.0,1.0,1.0,20.0,4.0,6.0,0.42857142857142855,0.2590529247910863,0.023223012049241765,0.04189912021741739,12.0,5.0,0.8793138702571368,0.0
8.0,0.16666666666666666,16.0,5.0,8.5,3.427827300200522,0.17244084231966952,0.3333333333333333,22.119047619047613,0.020450411694812588,3.0,0.0,1.0,1.0,1.0,1.0,17.0,4.0,7.0,0.32142857142857145,0.19287833827893175,0.0238823833232679,0.03617106873735835,9.0,5.0,0.7507124941422277,0.0
7.0,0.14583333333333331,16.0,6.0,11.285714285714286,4.333071682315172,0.19511858590831205,0.32,21.202380952380945,0.005100063074875339,3.0,4.0,0.0,5.0,1.0,1.0,19.0,5.0,4.0,0.5714285714285714,0.27102803738317754,0.020596372114440327,0.04112485000630412,12.0,5.0,1.360387936222104,0.0
16.0,0.3333333333333333,16.0,5.0,8.3125,3.1567140747935976,0.35177299896089664,0.4,27.29999999999999,0.18624836768198533,1.0,0.0,6.0,3.0,2.0,2.0,56.0,5.0,21.0,0.3333333333333333,0.19132290184921763,0.04550590991216364,0.07396877192640158,40.0,5.0,-1.3389171375930693,0.0
16.0,0.3333333333333333,16.0,5.0,8.0625,3.4181272284688293,0.34398977338356,0.375,26.71666666666666,0.11030597346757352,2.0,2.0,4.0,1.0,3.0,3.0,51.0,5.0,16.0,0.2916666666666667,0.19837758112094395,0.044992955323476684,0.07234877463411647,35.0,5.0,-1.5840801807500324,0.0
9.0,0.1875,16.0,6.0,9.88888888888889,3.6038388311615233,0.22344576738389588,0.3356643356643357,22.559523809523803,0.01795112781954887,2.0,2.0,0.0,5.0,3.0,3.0,25.0,4.0,9.0,0.4444444444444444,0.22088353413654618,0.025821935245821805,0.0470280898522126,16.0,5.0,-1.220186664293761,0.0
8.0,0.16666666666666666,16.0,5.0,10.5,4.358898943540674,0.2013939615151163,0.3287671232876712,21.869047619047613,0.016299385562362306,4.0,4.0,5.0,0.0,4.0,4.0,18.0,4.0,7.0,0.35714285714285715,0.24574209245742093,0.023562140365905967,0.04237073889089015,10.0,5.0,-0.3935683452128402,0.0
10.0,0.20833333333333331,16.0,2.0,8.6,4.1521078984053394,0.21842626681886126,0.35555555555555557,23.5595238095238,0.20728563985317905,0.0,1.0,3.0,0.0,4.0,0.0,25.0,5.0,8.0,0.3333333333333333,0.1890909090909091,0.031671876935134236,0.045901419134953166,15.0,5.0,-0.6832292717110375,0.0
6.0,0.125,16.0,6.0,11.5,4.536885862938733,0.17268881764638844,0.3221476510067114,20.702380952380945,0.0057515327462136,4.0,5.0,1.0,0.0,4.0,4.0,16.0,5.0,3.0,0.6666666666666666,0.29955947136563876,0.018350501407656594,0.03642417205982825,10.0,5.0,-0.5274211861634592,0.0
11.0,0.22916666666666666,16.0,3.0,8.181818181818182,4.018552019145518,0.22221988935745515,0.36363636363636365,24.442857142857136,0.14713966793467895,1.0,3.0,2.0,3.0,2.0,2.0,24.0,4.0,8.0,0.23636363636363636,0.16463414634146342,0.03447153532920036,0.04657846130586823,13.0,5.0,0.9767347373828037,0.0
7.0,0.14583333333333331,16.0,6.0,10.428571428571429,3.9227229193559947,0.17855223424267588,0.35555555555555557,22.33333333333333,0.0530411469006588,4.0,4.0,0.0,4.0,0.0,4.0,18.0,5.0,4.0,0.5238095238095238,0.23432343234323433,0.02188837268381593,0.03747879114809066,11.0,5.0,0.4761429428082368,0.0
7.0,0.14583333333333331,16.0,5.0,7.857142857142857,3.522522287410843,0.15048902650198623,0.3096774193548387,20.87738095238095,0.008623517673069743,1.0,2.0,2.0,1.0,2.0,2.0,13.0,3.0,6.0,0.2857142857142857,0.2545454545454545,0.021170067576714732,0.03169801509281566,6.0,5.0,-0.2785117942239392,0.0
8.0,0.16666666666666666,16.0,3.0,8.375,3.7728470681966426,0.15767031197172304,0.366412213740458,23.192857142857136,0.22593125698178884,2.0,2.0,4.0,2.0,0.0,3.0,16.0,3.0,9.0,0.2857142857142857,0.15072463768115943,0.027887517522166977,0.032939571928369056,8.0,5.0,-1.442261892952615,0.0
7.0,0.14583333333333331,16.0,5.0,10.714285714285714,4.831867007225076,0.18720937286659414,0.32653061224489793,21.309523809523807,0.007735984464707869,4.0,3.0,1.0,2.0,5.0,4.0,18.0,5.0,4.0,0.5238095238095238,0.24919093851132687,0.020826210299895516,0.03943621153876858,11.0,5.0,-0.6519502232057787,0.0
5.0,0.10416666666666666,16.0,7.0,10.0,3.286335345030997,0.12104195645412377,0.3018867924528302,19.628571428571423,0.0027618848958022913,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,0.4,0.23741007194244604,0.015694734887891786,0.025445660230140183,4.0,5.0,0.23006150007447768,0.0
6.0,0.125,16.0,6.0,10.333333333333334,4.109609335312651,0.1554625316435166,0.3,19.878571428571423,0.003044728529709755,4.0,0.0,1.0,0.0,4.0,4.0,13.0,4.0,5.0,0.4666666666666667,0.27884615384615385,0.0179029592161961,0.03283516800155495,7.0,5.0,-0.34512917031729146,0.0
6.0,0.125,16.0,3.0,9.333333333333334,4.955356249106169,0.13503056460249713,0.34285714285714286,21.58571428571428,0.19646420461615036,3.0,3.0,2.0,1.0,1.0,1.0,11.0,4.0,4.0,0.3333333333333333,0.18226600985221675,0.022226057814726183,0.028329873348216343,5.0,5.0,-0.3120569543927879,0.0
5.0,0.10416666666666666,16.0,7.0,11.0,4.09878030638384,0.13731233756851488,0.3116883116883117,19.95238095238095,0.0012495778453225261,1.0,4.0,0.0,0.0,2.0,2.0,10.0,4.0,3.0,0.5,0.28378378378378377,0.015349812231178418,0.028973033432359394,5.0,5.0,-2.3707582751413283,0.0
6.0,0.125,16.0,6.0,10.166666666666666,4.258977446393546,0.15214886135018496,0.3221476510067114,20.64285714285714,0.008889518853454032,0.0,1.0,2.0,2.0,0.0,0.0,13.0,4.0,5.0,0.4666666666666667,0.23113207547169812,0.01842492714629316,0.03203222558219162,7.0,5.0,1.5587261824009946,0.0
6.0,0.125,16.0,2.0,9.666666666666666,5.185449728701349,0.1390721624678099,0.3356643356643357,21.22619047619047,0.19197483958122255,3.0,5.0,1.0,0.0,1.0,1.0,13.0,4.0,4.0,0.4666666666666667,0.18269230769230768,0.021483025438302335,0.02918803850101768,7.0,5.0,0.6314403326901794,0.0
